,X,Y,Z
464,68.31694,243.76097,41.05596
465,29.166162,368.79004,42.303627
466,32.41038,397.7781,39.994747
467,28.896132,432.9616,40.33185
468,309.10724,444.6138,40.34452
469,255.03215,567.8565,41.128563
470,241.3794,586.3235,40.054615
471,95.13417,593.54504,42.028652
472,263.54147,57.475475,41.035625
473,215.9856,67.21661,42.334644
474,291.1067,102.03394,43.358837
475,106.360435,124.41869,39.675365
476,307.37192,123.389915,41.578117
477,83.31267,193.08136,39.1635
478,68.927505,205.19563,41.987343
479,34.6477,384.34048,40.467762
480,272.85785,80.68348,45.28919
481,300.8392,115.64101,44.128933
482,126.50496,120.31279,43.631855
483,101.92488,135.14705,41.27544
484,326.38138,210.5274,42.98917
485,63.20944,224.65678,41.18292
486,54.650745,299.4796,41.755886
487,42.11949,347.7513,41.313667
488,29.789831,421.107,43.2174
489,31.012842,465.07004,42.110916
490,295.0151,489.53235,43.413853
491,61.843937,555.91974,41.373665
492,229.54298,56.607773,42.073616
493,263.59433,75.79349,44.734104
494,90.48082,156.90855,44.316475
495,87.72572,170.29823,43.79319
496,65.09859,234.7414,44.17083
497,32.696205,357.0416,45.717453
498,324.98816,376.41895,43.75956
499,322.88348,403.0832,43.533283
500,44.06858,510.5877,43.236477
501,167.56029,527.73145,46.45489
502,72.351265,570.32544,42.66393
503,222.27267,601.27747,42.75809
504,118.586876,602.57715,43.424995
505,238.57907,60.795692,45.52804
506,199.95535,71.06697,45.676052
507,141.1317,112.13097,45.519817
508,70.32045,217.42075,44.44811
509,86.879486,222.83546,47.273705
510,292.6255,432.83282,48.69904
511,42.001225,494.51373,42.715828
512,156.0052,113.63766,45.417522
513,330.1562,247.45625,46.514484
514,45.02165,307.04886,47.081635
515,340.3001,326.45752,48.1507
516,41.522064,329.9925,46.082966
517,37.46008,344.64676,47.781162
518,28.586222,408.276,45.50673
519,303.1099,456.79178,44.777225
520,275.99484,506.34225,46.337456
521,260.8791,512.9265,45.660908
522,47.449333,533.0593,45.75059
523,131.94907,570.84125,53.274277
524,82.61921,582.1468,45.181473
525,147.36197,613.8204,46.51085
526,280.48413,91.250305,49.52712
527,110.58785,119.09524,46.84483
528,96.98778,122.61675,48.25306
529,309.92795,133.93019,49.037495
530,80.684074,178.97737,48.0322
531,87.11608,190.36794,47.831734
532,321.31943,198.63,47.82915
533,314.45886,285.8969,49.28303
534,318.4447,413.23798,46.455677
535,36.71226,482.10065,45.997288
536,287.95032,500.94772,48.78409
537,268.30676,532.24225,45.639923
538,130.64027,606.99396,46.934307
539,162.21953,616.8503,47.48649
540,172.53104,103.36383,44.11929
541,74.374084,234.07703,49.28199
542,322.93814,237.00087,45.966908
543,335.11038,291.06097,48.47152
544,338.1262,338.7292,49.429756
545,36.80892,374.97278,47.962914
546,33.409657,389.48166,47.92324
547,29.411682,448.11914,48.647663
548,124.23053,504.68802,51.99642
549,277.27316,518.7529,46.864174
550,198.15622,615.17377,46.85292
551,314.16382,167.88336,49.57627
552,52.53607,265.5875,48.28547
553,332.92456,272.37875,49.805378
554,339.05405,312.79883,50.728825
555,314.69943,425.19287,48.921844
556,30.835426,458.06406,48.39573
557,34.45304,468.8538,49.242794
558,258.2275,554.7505,48.39843
559,178.27019,617.2484,48.23416
560,217.04378,51.11695,46.79749
561,295.3149,105.98859,50.114784
562,97.94143,132.75624,51.47287
563,319.30203,183.93158,49.144127
564,325.54645,261.47824,49.948795
565,66.58085,263.46774,48.031925
566,59.062332,286.80896,49.345528
567,328.1637,360.1591,50.776043
568,32.182343,435.97183,49.975327
569,109.28216,592.5056,48.311928
570,122.17454,106.679405,50.76704
571,97.67318,142.2735,52.179516
572,311.97833,156.26573,51.12994
573,79.101166,168.19917,52.69916
574,67.49498,208.90904,51.46219
575,61.555367,247.346,50.969646
576,57.75519,274.78363,50.213116
577,331.3561,349.25656,51.555553
578,297.76926,473.06982,50.831245
579,54.872948,541.66174,50.93027
580,202.35667,545.79913,51.456978
581,244.3114,573.0945,51.57831
582,229.2042,594.57947,50.35039
583,211.65973,603.88586,50.66814
584,258.77365,66.17946,52.749786
585,84.49498,205.14622,48.867268
586,73.32111,289.10156,54.743538
587,47.20359,314.35095,52.076996
588,63.008797,321.80893,52.946198
589,34.110023,398.42804,52.191784
590,309.84637,434.57544,51.69745
591,235.90215,584.8218,52.359985
592,297.2773,114.16295,53.806175
593,113.682076,129.63835,50.685825
594,109.32,135.43279,50.662952
595,95.6745,151.47998,54.637764
596,94.83089,166.70343,52.929623
597,73.614525,193.29114,52.36189
598,324.7666,223.8187,51.607853
599,64.55589,227.0151,54.3429
600,47.341743,300.86667,53.77898
601,330.4223,305.1115,51.49336
602,42.216812,337.57007,52.512535
603,320.03232,384.22247,51.067852
604,318.61884,394.67847,52.434284
605,33.236656,410.26334,53.510323
606,47.227146,500.039,50.058926
607,50.244747,521.82446,52.964787
608,139.667,45.336414,53.388775
609,249.31259,57.00193,51.43239
610,52.50883,289.97833,53.50655
611,58.53338,335.55585,54.830162
612,34.092453,382.57437,54.931454
613,304.07513,446.22424,53.55038
614,33.666664,457.73743,55.33696
615,257.08667,503.7039,60.038666
616,92.86907,583.07275,53.59974
617,262.12363,77.14924,56.648617
618,135.56294,99.65406,50.570145
619,313.47855,176.04593,56.004723
620,321.67236,212.9859,55.261333
621,71.75905,217.95235,56.771847
622,326.92203,281.54724,55.821777
623,331.30545,295.52856,55.53485
624,45.947807,324.0365,53.818016
625,41.032898,354.6374,55.134205
626,321.56485,369.2516,54.135056
627,39.99961,488.9001,54.540825
628,136.43803,590.15204,53.99442
629,199.92883,72.77669,55.90717
630,177.52275,80.80671,52.411602
631,190.82999,92.22217,55.64826
632,307.36652,148.2897,55.413734
633,80.291855,188.10518,57.91037
634,316.01785,193.78378,55.56457
635,65.31679,281.5834,57.035137
636,331.01105,326.77634,56.826183
637,39.779854,365.89398,55.390335
638,315.65744,405.56064,56.15269
639,33.72352,473.519,55.834778
640,291.87143,485.4112,56.40029
641,117.71382,503.75507,58.37015
642,262.5379,537.22797,54.85317
643,69.71213,560.03253,54.395267
644,195.94633,610.5318,56.775394
645,207.69205,81.98185,59.97548
646,269.82092,85.28865,57.21561
647,191.89262,106.54101,63.022858
648,124.14419,116.87642,56.323895
649,310.6782,218.08319,57.372818
650,325.04837,243.8882,56.80701
651,72.951126,262.1412,57.229183
652,62.11989,271.1335,59.566998
653,60.699226,309.2445,55.21391
654,42.705254,344.2109,56.782433
655,35.158405,446.60168,56.53903
656,296.82376,459.39545,55.903008
657,160.36723,96.35723,50.254353
658,106.56294,118.09549,58.30594
659,91.596176,183.48857,57.530117
660,322.03864,231.72049,58.681423
661,64.47954,246.727,59.37185
662,277.17218,509.5383,58.041588
663,269.39435,523.24774,56.908665
664,61.885914,548.2236,57.707123
665,256.20642,548.8369,58.802338
666,126.322205,600.4768,57.381832
667,230.97394,52.13607,56.93676
668,190.90532,59.063267,54.07624
669,289.30237,100.13992,58.90993
670,120.00413,123.700005,57.248825
671,84.0573,205.35492,58.14435
672,53.412045,297.02774,58.71791
673,48.301155,333.02643,59.05776
674,297.42908,355.64832,62.486664
675,37.894196,416.9643,58.76875
676,33.327847,425.20648,56.967545
677,33.185,436.86356,59.358326
678,156.06335,480.054,59.914326
679,223.14871,69.838036,58.783863
680,142.10631,101.018814,57.317585
681,168.10384,114.17132,60.574646
682,85.706696,174.475,61.44107
683,56.926308,358.37033,59.9803
684,40.403587,375.60953,61.536076
685,311.09802,419.47144,59.519352
686,40.645535,478.50168,59.70728
687,50.565002,508.67538,57.89622
688,246.7833,560.15454,58.857548
689,80.07608,570.9945,59.412827
690,219.31703,594.0268,60.238007
691,146.37347,607.07886,60.049816
692,181.52623,610.23926,60.708817
693,218.11348,54.260914,62.03783
694,208.31462,64.48028,60.09956
695,98.91772,137.02245,62.888187
696,302.02634,145.22003,61.974686
697,310.5835,184.2438,61.857376
698,321.6713,255.313,61.883278
699,56.728397,283.64978,63.12346
700,326.7383,318.01047,61.911327
701,281.46323,362.54654,67.006004
702,36.225048,393.64316,61.407707
703,36.901016,465.36548,61.323605
704,102.56928,583.97504,59.492107
705,150.90837,590.7884,62.815414
706,207.26588,601.5905,62.664925
707,164.05705,610.2904,60.71803
708,237.1085,59.55954,62.371037
709,162.20604,84.44501,56.29202
710,278.35678,85.12864,61.566563
711,278.1639,99.398865,62.5837
712,150.5403,111.66698,63.791767
713,289.5551,111.20735,62.74344
714,296.8413,120.989685,61.250324
715,109.73939,135.1081,63.064323
716,84.80113,196.28699,60.978172
717,316.45477,206.0783,61.5952
718,76.89875,228.18744,61.719643
719,324.83548,303.37756,62.447033
720,50.17623,321.34177,62.604805
721,326.09326,337.38754,62.059834
722,318.6732,379.63284,61.254017
723,37.34152,430.01578,63.863155
724,39.066635,455.7325,63.183014
725,117.050316,588.0423,59.861034
726,242.42441,70.95131,62.63242
727,161.21591,68.597916,60.098682
728,199.02444,83.4144,68.34072
729,151.51384,89.29831,57.75876
730,300.29944,133.57547,62.16575
731,88.83958,161.70143,63.153748
732,76.05401,210.12013,62.44573
733,68.26387,267.28036,65.73667
734,52.329098,304.9157,65.14434
735,45.156788,337.4727,65.20827
736,62.848606,345.39444,64.19369
737,44.93735,348.55002,63.88675
738,47.968582,497.81808,61.59581
739,178.74847,62.137627,63.07695
740,191.60475,68.02494,64.00873
741,172.12363,96.18474,62.801453
742,130.82124,102.407455,64.391975
743,119.271355,129.03099,64.43689
744,90.58729,233.65874,65.23813
745,59.842365,296.0068,64.83517
746,320.91537,352.52405,61.714825
747,39.135788,443.321,65.0318
748,46.032883,487.51663,62.16306
749,281.35034,497.33832,62.30777
750,232.7886,571.75366,61.58931
751,223.94572,580.111,62.529736
752,118.71512,109.10075,64.38159
753,82.14468,199.94992,67.2353
754,37.665386,405.03812,65.41306
755,222.91608,63.445763,69.223495
756,310.3937,197.64668,66.19895
757,318.39285,243.30634,67.43217
758,323.26596,288.4692,65.320656
759,300.29422,440.30917,64.25265
760,294.388,457.34653,65.03784
761,42.67863,468.6415,68.16273
762,291.05392,473.4174,66.114494
763,55.62184,527.5449,65.66508
764,211.29529,546.9325,69.682846
765,199.18288,58.768066,66.67886
766,178.01399,75.95743,67.394165
767,134.3518,117.395935,66.52075
768,116.147995,119.23183,68.02396
769,306.59933,165.16182,66.2137
770,70.288765,240.56812,65.26177
771,60.095207,312.72296,67.34247
772,44.56637,365.71136,66.76302
773,317.82602,364.23862,65.04309
774,39.0846,386.81866,67.56442
775,314.80478,393.3307,66.78241
776,303.8948,427.57446,65.76245
777,236.54207,560.17316,64.24213
778,185.42102,88.08356,69.5275
779,171.67262,111.80706,72.43109
780,53.03593,329.23355,69.36142
781,311.84378,407.55862,68.25833
782,284.86618,486.13428,68.657616
783,270.7661,507.9497,67.99431
784,256.751,533.5505,65.97019
785,70.84229,552.8187,68.57711
786,192.24942,601.2967,68.726974
787,264.11258,89.25999,68.73348
788,137.043,96.21172,68.837135
789,292.13562,122.9205,69.92128
790,87.82857,186.39143,67.64357
791,91.05181,211.2273,66.58446
792,315.72922,233.81453,69.85521
793,75.858826,235.27185,70.69711
794,77.43499,248.67967,68.378845
795,319.7513,268.77744,66.59256
796,321.36368,311.93256,69.81163
797,48.22488,355.07184,69.73453
798,234.00797,412.04642,72.11965
799,54.876976,513.8001,68.69777
800,261.95505,520.6315,67.31149
801,63.00943,537.49646,69.28948
802,135.27858,596.5466,69.13782
803,158.60449,83.99417,70.05382
804,273.2744,90.99941,71.08161
805,147.3655,101.05478,71.751335
806,110.93957,125.230774,70.81649
807,100.887085,153.1261,68.04394
808,314.32336,222.74442,69.99452
809,69.245674,292.57495,68.110435
810,53.31643,341.35547,71.20132
811,39.84766,423.40686,70.54728
812,246.80203,544.7628,69.67454
813,92.79596,573.5209,68.99663
814,184.11131,70.94636,73.469826
815,167.83133,71.47078,72.50145
816,254.71678,79.434105,69.29781
817,149.8633,90.13124,71.19686
818,300.07553,157.38788,71.35366
819,95.01256,171.03139,69.416824
